User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
David Keller,Data Cleaning & Preprocessing,60.0,79,86,79
David Keller,Data Ethics,80.0,85,94,89
David Keller,Unity Basics,78.0,74,90,86
David Keller,Multiplayer Game Development,72.0,61,68,75
David Keller,3D Game Development,99.0,94,84,93
David Keller,Customer Service Excellence,94.0,100,91,95
David Keller,Training and Development,65.0,72,70,74
David Keller,Hardware Repair Skills,93.0,99,82,91
David Keller,Time Management for Sales,52.0,63,75,71
David Keller,Closing Sales Strategies,100.0,95,52,83
David Reyes,Data Visualization with Matplotlib,94.0,85,57,81
David Reyes,Data Analysis with Pandas,73.0,68,68,76
David Reyes,Data Ethics,89.0,83,86,90
David Reyes,Data Cleaning & Preprocessing,84.0,66,78,83
David Reyes,Data Analysis for Business Decisions,91.0,70,72,84
David Reyes,Sales Analytics,64.0,55,67,71
David Reyes,Introduction to Cloud Computing,79.0,52,96,86
David Reyes,Mobile Testing Strategies,51.0,90,97,81
David Reyes,Frontend Development Basics,86.0,95,83,89
David Reyes,Negotiation Techniques,95.0,58,68,83
David Reyes,Web Accessibility Standards,60.0,85,73,75
David Reyes,Agile Project Management,78.0,90,93,89
David Reyes,Conflict Resolution in HR,64.0,62,81,77
David Reyes,Introduction to Finance,54.0,64,78,73
Steven Williams,Data Analysis with Pandas,83.0,98,77,86
Steven Williams,Data Cleaning & Preprocessing,56.0,98,95,83
Steven Williams,Data Visualization with Matplotlib,85.0,59,51,74
Steven Williams,Data Analysis for Business Decisions,61.0,87,72,75
Steven Williams,Data Ethics,70.0,50,70,74
Steven Williams,Computer Vision Basics,100.0,81,68,87
Steven Williams,Email Marketing Basics,68.0,91,89,84
Steven Williams,Agile Project Management,80.0,79,89,87
Steven Williams,Cloud Security Best Practices,51.0,76,75,72
Steven Williams,Game Testing Techniques,85.0,94,53,78
Michele Sampson,Data Analysis for Business Decisions,94.0,55,70,83
Michele Sampson,Data Cleaning & Preprocessing,65.0,80,100,86
Michele Sampson,Data Analysis with Pandas,62.0,98,60,72
Michele Sampson,Data Ethics,84.0,96,65,82
Michele Sampson,Data Visualization with Matplotlib,80.0,60,80,82
Michele Sampson,Deep Learning Fundamentals,70.0,94,68,78
Michele Sampson,Change Management Strategies,98.0,57,96,94
Michele Sampson,Statistical Analysis,64.0,84,97,85
Michele Sampson,Introduction to Human Resources,77.0,72,76,81
Michele Sampson,Publishing Mobile Apps,78.0,59,74,79
David Fuentes,Data Cleaning & Preprocessing,86.0,57,100,91
David Fuentes,Data Analysis with Pandas,71.0,63,90,83
David Fuentes,Data Visualization with Matplotlib,91.0,61,74,84
David Fuentes,Data Analysis for Business Decisions,64.0,64,62,70
David Fuentes,Game Testing Techniques,70.0,64,100,86
David Fuentes,Data Ethics,81.0,85,89,88
David Fuentes,Performance Optimization for Mobile Apps,60.0,81,73,75
David Fuentes,Cloud Support Fundamentals,74.0,68,61,74
David Fuentes,Ethereum Development,88.0,58,83,86
David Fuentes,Model Evaluation,51.0,54,80,71
Monica Alvarez,Data Visualization with Matplotlib,94.0,90,66,85
Monica Alvarez,Data Cleaning & Preprocessing,94.0,58,54,78
Monica Alvarez,Data Ethics,67.0,66,55,69
Monica Alvarez,Data Analysis for Business Decisions,82.0,50,79,81
Monica Alvarez,Data Analysis with Pandas,61.0,60,88,78
Monica Alvarez,Security Awareness for IT Support,90.0,74,76,86
Monica Alvarez,Budgeting Basics,75.0,90,56,75
Monica Alvarez,Network Security Fundamentals,56.0,78,61,69
Monica Alvarez,Deep Learning with TensorFlow,88.0,87,77,86
Monica Alvarez,Content Marketing Strategies,78.0,88,83,85
Monica Alvarez,Unity Basics,61.0,78,99,84
Christopher Keller,Data Visualization with Matplotlib,86.0,78,64,80
Christopher Keller,Data Analysis for Business Decisions,98.0,53,89,91
Christopher Keller,Data Ethics,57.0,89,59,70
Christopher Keller,Data Cleaning & Preprocessing,63.0,98,88,83
Christopher Keller,Data Analysis with Pandas,81.0,83,66,80
Christopher Keller,Editing and Proofreading Techniques,58.0,93,98,84
Christopher Keller,Risk Management in Projects,75.0,95,90,87
Christopher Keller,User Research Techniques,77.0,89,99,90
Christopher Keller,Risk Management in Finance,76.0,66,69,77
Christopher Keller,Content Strategy Development,94.0,59,95,92
Christopher Keller,Unreal Engine Basics,99.0,62,52,79
Christopher Keller,Financial Reporting Standards,62.0,98,82,80
Christopher Keller,API Integration in Mobile Apps,75.0,64,55,72
Robert Valdez,Data Analysis for Business Decisions,65.0,79,82,79
Robert Valdez,Data Ethics,54.0,83,99,82
Robert Valdez,Data Visualization with Matplotlib,78.0,73,90,86
Robert Valdez,Data Analysis with Pandas,71.0,69,98,86
Robert Valdez,Sales Fundamentals,63.0,99,55,71
Robert Valdez,Introduction to Game Development,75.0,69,66,76
Robert Valdez,3D Game Development,84.0,59,81,84
Robert Valdez,Natural Language Processing Techniques,78.0,60,79,81
Robert Valdez,Deep Learning Fundamentals,88.0,79,99,93
Robert Valdez,Labor Laws and Compliance,63.0,91,84,81
Robert Valdez,Progressive Web Apps (PWAs),93.0,97,78,90
Robert Valdez,Tokenomics,94.0,56,64,81
Robert Valdez,ITIL Foundations,71.0,78,74,79
Kim Lawrence,Data Visualization with Matplotlib,61.0,94,97,85
Kim Lawrence,Data Analysis for Business Decisions,60.0,71,73,74
Kim Lawrence,Data Ethics,75.0,71,80,81
Kim Lawrence,Data Cleaning & Preprocessing,56.0,97,69,73
Kim Lawrence,Data Analysis with Pandas,75.0,56,88,83
Kim Lawrence,Risk Analysis and Management,78.0,58,86,83
Kim Lawrence,Performance Optimization for Mobile Apps,82.0,66,62,77
Kim Lawrence,Reinforcement Learning Techniques,88.0,97,51,78
Kim Lawrence,Presentation Skills for Sales,76.0,70,83,83
Kim Lawrence,Python for Data Science,79.0,95,88,88
Kim Lawrence,Reinforcement Learning,91.0,90,91,93
Kim Lawrence,Brand Management Online,72.0,77,51,71
Kim Lawrence,Introduction to Human Resources,79.0,57,91,85
Kim Lawrence,2D Game Development,72.0,99,85,85
Dominic Chase,Data Visualization with Matplotlib,59.0,87,61,71
Dominic Chase,Data Analysis for Business Decisions,67.0,74,61,72
Dominic Chase,Data Analysis with Pandas,92.0,100,76,89
Dominic Chase,Data Ethics,53.0,100,78,76
Dominic Chase,Data Cleaning & Preprocessing,70.0,86,63,75
Dominic Chase,DevOps in the Cloud,99.0,68,51,79
Dominic Chase,Microservices in Cloud,83.0,64,82,84
Dominic Chase,Multiplayer Game Development,56.0,93,73,74
Dominic Chase,Content Management Systems (CMS),91.0,67,63,81
Dominic Chase,Introduction to Human Resources,94.0,54,88,89
Karen Park,Data Cleaning & Preprocessing,99.0,77,52,81
Karen Park,Data Ethics,77.0,82,86,85
Karen Park,Data Analysis with Pandas,89.0,98,67,84
Karen Park,Data Analysis for Business Decisions,71.0,63,76,78
Karen Park,Data Visualization with Matplotlib,82.0,79,58,77
Karen Park,Change Management Strategies,54.0,68,50,63
Karen Park,Container Orchestration with Kubernetes,78.0,93,67,80
Karen Park,Risk Management in Finance,57.0,70,80,75
Karen Park,Malware Analysis,76.0,66,64,76
Karen Park,Requirements Gathering Techniques,87.0,72,74,84
Karen Park,Introduction to UI/UX Design,50.0,70,66,68
Aaron Williams,Data Cleaning & Preprocessing,89.0,74,67,82
Aaron Williams,Data Analysis for Business Decisions,56.0,70,57,67
Aaron Williams,Data Ethics,79.0,80,92,88
Aaron Williams,Data Analysis with Pandas,85.0,51,88,86
Aaron Williams,Data Visualization with Matplotlib,94.0,78,59,81
Aaron Williams,Financial Planning and Forecasting,75.0,62,60,73
Aaron Williams,Unreal Engine Basics,78.0,72,66,78
Aaron Williams,Android Development Basics,81.0,70,62,77
Aaron Williams,RESTful Services,98.0,52,71,84
Aaron Williams,Conversion Rate Optimization,78.0,76,96,88
Aaron Williams,AI in IoT,85.0,93,84,88
Christopher Jimenez,Data Visualization with Matplotlib,54.0,76,59,67
Christopher Jimenez,Data Analysis for Business Decisions,94.0,89,81,90
Christopher Jimenez,Data Ethics,70.0,99,51,72
Christopher Jimenez,Data Analysis with Pandas,81.0,80,98,91
Christopher Jimenez,Data Cleaning & Preprocessing,52.0,82,99,81
Christopher Jimenez,Deployment & Hosting,69.0,57,95,83
Christopher Jimenez,Performance Management Systems,91.0,81,65,83
Christopher Jimenez,iOS Development Basics,54.0,50,92,76
Christopher Jimenez,Microservices in Cloud,59.0,90,59,70
Christopher Jimenez,Corporate Finance Essentials,86.0,68,59,78
Ronald Ross,Data Ethics,52.0,67,63,67
Ronald Ross,Data Cleaning & Preprocessing,77.0,66,64,76
Ronald Ross,Data Analysis for Business Decisions,66.0,93,80,80
Ronald Ross,Data Analysis with Pandas,65.0,67,68,73
Ronald Ross,Data Visualization with Matplotlib,93.0,70,54,78
Ronald Ross,Cryptocurrency Fundamentals,51.0,91,91,79
Ronald Ross,Building Customer Relationships,62.0,80,63,72
Ronald Ross,Risk Management in Cybersecurity,83.0,79,92,89
Ronald Ross,Presentation Skills for Business Analysts,91.0,58,58,78
Ronald Ross,SEO Best Practices,56.0,95,87,80
Ronald Ross,Cross-Platform Development with Flutter,64.0,84,60,72
Ronald Ross,Introduction to Cloud Computing,99.0,80,81,91
Paul Cox,Data Visualization with Matplotlib,78.0,56,50,70
Paul Cox,Data Ethics,68.0,60,85,80
Paul Cox,Data Analysis for Business Decisions,90.0,55,59,78
Paul Cox,Data Analysis with Pandas,64.0,73,64,72
Paul Cox,Talent Acquisition Strategies,79.0,89,99,91
Paul Cox,Mobile App Design,57.0,99,92,82
Paul Cox,Understanding Financial Markets,90.0,100,89,93
Paul Cox,Cross-Platform Development with Flutter,61.0,56,74,73
Paul Cox,Node.js,64.0,81,66,74
Paul Cox,Deployment & Hosting,74.0,86,61,76
Paul Cox,Network Security Fundamentals,50.0,80,81,74
Paul Cox,Risk Analysis and Management,63.0,79,86,80
Paul Cox,SEO Best Practices,51.0,93,83,76
Paul Cox,Incident Response,73.0,81,63,76
William Oconnor,Data Cleaning & Preprocessing,55.0,94,82,77
William Oconnor,Data Analysis for Business Decisions,71.0,52,84,79
William Oconnor,Data Analysis with Pandas,71.0,70,57,72
William Oconnor,Data Ethics,92.0,62,52,77
William Oconnor,Digital Sales Techniques,71.0,73,52,70
William Oconnor,Communication Skills for Project Managers,94.0,92,98,96
William Oconnor,Requirements Gathering Techniques,83.0,93,89,89
William Oconnor,Google Cloud Platform Essentials,99.0,72,54,81
William Oconnor,Content Marketing Strategies,84.0,89,60,79
William Oconnor,Ethics in AI,55.0,63,66,69
William Oconnor,Performance Optimization for Mobile Apps,74.0,95,90,87
James Walker,Data Analysis for Business Decisions,51.0,75,94,78
James Walker,Data Analysis with Pandas,71.0,90,100,89
James Walker,Data Visualization with Matplotlib,54.0,99,81,77
James Walker,Data Ethics,50.0,53,73,68
James Walker,Data Cleaning & Preprocessing,82.0,69,58,76
James Walker,Express.js,85.0,68,64,79
James Walker,Android Development Basics,76.0,65,71,78
James Walker,Presentation Skills for Business Analysts,78.0,67,99,89
James Walker,Risk Management in Cybersecurity,73.0,97,85,85
James Walker,Operating Systems Overview,61.0,75,95,82
James Walker,Reinforcement Learning,89.0,86,95,93
Ronnie Whitaker,Data Analysis with Pandas,78.0,94,89,88
Ronnie Whitaker,Data Ethics,83.0,51,50,72
Ronnie Whitaker,Data Cleaning & Preprocessing,76.0,87,65,78
Ronnie Whitaker,Data Analysis for Business Decisions,57.0,88,95,82
Ronnie Whitaker,Containerization with Docker,84.0,74,74,83
Ronnie Whitaker,Cloud Support Fundamentals,73.0,51,57,71
Ronnie Whitaker,Responsive Design Principles,69.0,73,68,75
Ronnie Whitaker,Security Awareness for IT Support,59.0,77,80,76
Ronnie Whitaker,Introduction to Human Resources,98.0,83,89,94
Ronnie Whitaker,Computer Vision Basics,55.0,76,86,77
Ronnie Whitaker,Smart Contracts Development,83.0,79,58,77
Michael Williams,Data Visualization with Matplotlib,90.0,81,57,80
Michael Williams,Data Cleaning & Preprocessing,66.0,98,80,81
Michael Williams,Data Analysis with Pandas,90.0,86,77,87
Michael Williams,Data Analysis for Business Decisions,100.0,66,69,86
Michael Williams,Data Ethics,96.0,89,97,96
Michael Williams,Agile Methodologies,69.0,57,59,70
Michael Williams,Project Management Basics,73.0,56,86,81
Michael Williams,Unreal Engine Basics,87.0,83,57,79
Michael Williams,Consensus Algorithms,83.0,54,72,80
Michael Williams,API Integration in Mobile Apps,93.0,74,80,88
Michael Williams,Configuration Management with Ansible,73.0,54,62,73
Michael Williams,Infrastructure as Code,61.0,95,64,73
Michael Williams,Statistical Analysis,99.0,96,55,84
Michael Williams,Corporate Finance Essentials,51.0,61,88,75
Michael Williams,HR Technology Tools,94.0,91,100,97
Samantha Howe,Data Cleaning & Preprocessing,92.0,75,62,81
Samantha Howe,Data Analysis for Business Decisions,77.0,51,64,74
Samantha Howe,Data Analysis with Pandas,92.0,86,100,96
Samantha Howe,Data Visualization with Matplotlib,98.0,79,57,82
Samantha Howe,Data Ethics,87.0,69,59,78
Samantha Howe,Node.js,71.0,94,69,78
Samantha Howe,Introduction to UI/UX Design,68.0,51,63,71
Samantha Howe,Express.js,99.0,73,57,82
Samantha Howe,Content Promotion Strategies,84.0,99,99,94
Samantha Howe,Wireframing and Prototyping,88.0,71,83,87
Samantha Howe,Progressive Web Apps (PWAs),70.0,63,50,68
Samantha Howe,Blogging for Beginners,56.0,95,58,69
Samantha Howe,Android Development Basics,71.0,94,73,80
Shelley Harris,Data Visualization with Matplotlib,66.0,57,92,81
Shelley Harris,Data Analysis with Pandas,75.0,58,100,87
Shelley Harris,Data Cleaning & Preprocessing,81.0,69,69,79
Shelley Harris,Data Analysis for Business Decisions,57.0,68,72,72
Shelley Harris,Data Ethics,58.0,53,70,70
Shelley Harris,Investing Fundamentals,98.0,74,95,95
Shelley Harris,HR Technology Tools,81.0,95,80,86
Shelley Harris,Publishing Mobile Apps,82.0,56,56,74
Shelley Harris,Supervised Learning,96.0,96,63,85
Shelley Harris,App Monetization Strategies,60.0,99,54,70
Shelley Harris,Blockchain Security,89.0,68,88,89
Michelle Miller,Data Ethics,72.0,62,89,83
Michelle Miller,Data Analysis for Business Decisions,70.0,59,51,68
Michelle Miller,Data Visualization with Matplotlib,88.0,61,78,84
Michelle Miller,Data Cleaning & Preprocessing,92.0,60,59,79
Michelle Miller,Data Analysis with Pandas,86.0,77,65,81
Michelle Miller,Google Cloud Platform Essentials,52.0,95,94,81
Michelle Miller,User Research Techniques,91.0,79,57,80
Michelle Miller,Brand Management Online,73.0,91,89,86
Michelle Miller,Multiplayer Game Development,94.0,68,92,92
Michelle Miller,Introduction to Finance,57.0,89,99,84
Michelle Miller,Design Tools Overview,64.0,98,61,74
Michelle Miller,Virtual Reality Development,62.0,80,62,71
Michelle Miller,Negotiation Techniques,92.0,72,69,84
Michelle Miller,Introduction to Blockchain,76.0,58,77,79
Daniel Everett,Data Analysis with Pandas,59.0,92,87,80
Daniel Everett,Data Ethics,61.0,63,65,70
Daniel Everett,Data Cleaning & Preprocessing,52.0,59,57,64
Daniel Everett,Data Visualization with Matplotlib,88.0,77,90,90
Daniel Everett,Data Analysis for Business Decisions,71.0,84,97,87
Daniel Everett,Unsupervised Learning,84.0,81,89,89
Daniel Everett,Blockchain Use Cases,89.0,64,88,88
Daniel Everett,Change Management,97.0,52,64,82
Daniel Everett,Machine Learning Basics,66.0,70,52,68
Daniel Everett,Risk Management in Finance,65.0,59,88,79
Daniel Everett,Consensus Algorithms,88.0,59,50,74
Daniel Everett,Digital Sales Techniques,68.0,76,93,84
Daniel Everett,Change Management Strategies,81.0,60,67,78
Daniel Everett,Cloud Cost Management,52.0,60,51,62
Lisa Thompson,Data Visualization with Matplotlib,57.0,91,81,77
Lisa Thompson,Data Analysis for Business Decisions,68.0,54,99,84
Lisa Thompson,Data Ethics,81.0,83,82,85
Lisa Thompson,Data Analysis with Pandas,87.0,75,98,92
Lisa Thompson,Data Cleaning & Preprocessing,59.0,72,77,75
Lisa Thompson,Automating Cloud Deployments,51.0,85,98,81
Lisa Thompson,Android Development Basics,70.0,96,98,88
Lisa Thompson,Multiplayer Game Development,65.0,81,76,77
Lisa Thompson,Investing Fundamentals,63.0,82,81,79
Lisa Thompson,Git & GitHub,100.0,87,94,97
Lisa Thompson,2D Game Development,97.0,61,68,84
Lisa Thompson,SEO Best Practices,83.0,68,51,74
Lisa Thompson,SWOT Analysis for Business,72.0,96,58,75
Roberta Martin,Data Analysis for Business Decisions,87.0,84,52,77
Roberta Martin,Data Cleaning & Preprocessing,88.0,76,56,78
Roberta Martin,Data Ethics,52.0,93,89,79
Roberta Martin,Data Analysis with Pandas,81.0,67,61,76
Roberta Martin,Data Visualization with Matplotlib,70.0,67,94,84
Roberta Martin,Performance Management Systems,69.0,70,61,72
Roberta Martin,Smart Contracts Development,60.0,65,72,73
Roberta Martin,App Monetization Strategies,95.0,77,77,88
Roberta Martin,Networking Basics,94.0,67,71,84
Roberta Martin,3D Game Development,95.0,75,85,90
Roberta Martin,Talent Acquisition Strategies,77.0,87,76,82
Roberta Martin,Node.js,53.0,89,71,72
Roberta Martin,Sales Analytics,98.0,71,84,91
Stephanie Reyes,Data Visualization with Matplotlib,67.0,89,94,85
Stephanie Reyes,Data Ethics,79.0,86,75,82
Stephanie Reyes,Data Cleaning & Preprocessing,79.0,67,60,75
Stephanie Reyes,Data Analysis for Business Decisions,93.0,83,85,91
Stephanie Reyes,Data Analysis with Pandas,68.0,64,59,71
Stephanie Reyes,Analytics for Marketers,79.0,73,72,80
Stephanie Reyes,Microservices in Cloud,67.0,91,69,77
Stephanie Reyes,Remote Support Techniques,66.0,66,61,71
Stephanie Reyes,Virtual Reality Development,64.0,88,87,82
Stephanie Reyes,Social Media Content Creation,72.0,64,63,74
Stephanie Reyes,Speech Recognition Technologies,67.0,59,90,81
Zachary Tran,Data Cleaning & Preprocessing,80.0,79,70,80
Zachary Tran,Data Ethics,69.0,65,77,78
Zachary Tran,Data Visualization with Matplotlib,56.0,83,68,72
Zachary Tran,Data Analysis with Pandas,77.0,75,58,75
Zachary Tran,Data Analysis for Business Decisions,91.0,72,79,87
Zachary Tran,Social Media Content Creation,68.0,55,58,70
Zachary Tran,Agile Methodologies,100.0,73,97,96
Zachary Tran,Web Performance Optimization,84.0,64,71,81
Zachary Tran,Analytics for Marketers,74.0,83,58,74
Zachary Tran,Blockchain Security,82.0,75,54,75
Zachary Tran,Influencer Marketing,64.0,67,58,69
Zachary Tran,SWOT Analysis for Business,82.0,87,82,86
Zachary Tran,iOS Development Basics,51.0,89,97,81
Zachary Tran,Introduction to AI,89.0,62,51,75
Zachary Tran,Risk Management in Projects,61.0,98,50,69
Joseph Buckley,Data Analysis for Business Decisions,84.0,80,65,80
Joseph Buckley,Data Ethics,100.0,81,51,81
Joseph Buckley,Data Visualization with Matplotlib,60.0,96,79,78
Joseph Buckley,Data Analysis with Pandas,56.0,88,82,77
Joseph Buckley,Data Cleaning & Preprocessing,56.0,51,75,71
Joseph Buckley,Closing Sales Strategies,80.0,68,61,76
Joseph Buckley,Building Customer Relationships,94.0,91,58,82
Joseph Buckley,Social Media Marketing,97.0,66,88,91
Joseph Buckley,Budgeting Basics,85.0,81,84,87
Joseph Buckley,Deep Learning Fundamentals,99.0,100,92,97
Joseph Buckley,Frontend Development Basics,86.0,97,77,87
Bonnie Ramirez,Data Cleaning & Preprocessing,60.0,82,60,70
Bonnie Ramirez,Data Visualization with Matplotlib,65.0,99,73,78
Bonnie Ramirez,Data Analysis with Pandas,63.0,58,83,77
Bonnie Ramirez,Data Ethics,72.0,52,53,69
Bonnie Ramirez,Data Analysis for Business Decisions,65.0,91,99,86
Bonnie Ramirez,Influencer Marketing,69.0,56,91,82
Bonnie Ramirez,Game Testing Techniques,65.0,71,74,76
Bonnie Ramirez,Cryptocurrency Fundamentals,59.0,57,95,80
Bonnie Ramirez,MongoDB,79.0,69,87,85
Bonnie Ramirez,Performance Optimization for Mobile Apps,58.0,80,90,80
Bonnie Ramirez,Content Promotion Strategies,86.0,77,83,87
Bonnie Ramirez,Supervised Learning,60.0,76,98,83
Bonnie Ramirez,Project Scheduling Techniques,84.0,96,66,82
Carl Johnson,Data Visualization with Matplotlib,62.0,76,76,76
Carl Johnson,Data Ethics,77.0,54,79,80
Carl Johnson,Data Cleaning & Preprocessing,60.0,87,80,78
Carl Johnson,Data Analysis for Business Decisions,54.0,68,90,77
Carl Johnson,Data Analysis with Pandas,50.0,54,56,62
Carl Johnson,Affiliate Marketing,98.0,97,51,82
Carl Johnson,Analytics for Marketers,97.0,91,53,82
Carl Johnson,Training and Development,68.0,78,85,81
Carl Johnson,Visual Design Basics,65.0,85,97,85
Carl Johnson,Game Monetization Strategies,60.0,50,53,65
Carl Johnson,SEO Best Practices,90.0,95,52,79
Carl Johnson,Introduction to Human Resources,57.0,56,65,68
Stephanie Lopez,Data Analysis for Business Decisions,66.0,52,89,79
Stephanie Lopez,Data Analysis with Pandas,99.0,88,76,90
Stephanie Lopez,Data Ethics,85.0,87,82,87
Stephanie Lopez,Data Cleaning & Preprocessing,78.0,83,95,89
Stephanie Lopez,Data Visualization with Matplotlib,74.0,89,90,86
Stephanie Lopez,Deep Learning Fundamentals,100.0,84,66,86
Stephanie Lopez,Decentralized Applications (DApps),94.0,58,71,84
Stephanie Lopez,Diversity and Inclusion Initiatives,89.0,95,90,92
Stephanie Lopez,3D Game Development,87.0,77,64,81
Stephanie Lopez,Google Cloud Platform Essentials,100.0,55,64,83
Stephanie Lopez,Content Promotion Strategies,65.0,92,87,82
Stephanie Lopez,Design Thinking Process,60.0,55,83,76
Stephanie Lopez,Introduction to UI/UX Design,61.0,61,77,74
Stephanie Lopez,Unsupervised Learning,60.0,72,54,67
Stephanie Lopez,Machine Learning Basics,98.0,57,76,87
Gail Weiss,Data Cleaning & Preprocessing,65.0,59,69,73
Gail Weiss,Data Analysis for Business Decisions,66.0,61,51,67
Gail Weiss,Data Ethics,69.0,52,54,68
Gail Weiss,Data Visualization with Matplotlib,90.0,87,99,95
Gail Weiss,Data Analysis with Pandas,93.0,51,84,87
Gail Weiss,Time Management for Sales,85.0,86,100,93
Gail Weiss,Performance Optimization for Mobile Apps,100.0,66,75,88
Gail Weiss,Presentation Skills for Business Analysts,64.0,95,51,70
Gail Weiss,SEO Fundamentals,62.0,71,87,79
Gail Weiss,AWS Fundamentals,97.0,89,50,80
Gail Weiss,Introduction to AI,76.0,78,87,85
Gail Weiss,Reinforcement Learning Techniques,68.0,98,76,80
Juan Brown,Data Analysis for Business Decisions,63.0,86,100,86
Juan Brown,Data Visualization with Matplotlib,99.0,93,58,84
Juan Brown,Data Ethics,56.0,74,78,74
Juan Brown,Data Cleaning & Preprocessing,67.0,84,99,86
Juan Brown,Data Analysis with Pandas,66.0,76,88,81
Juan Brown,E-commerce Development Basics,53.0,79,85,76
Juan Brown,Deployment & Hosting,58.0,54,66,69
Juan Brown,Responsive Design Principles,70.0,51,80,78
Juan Brown,Web Accessibility Standards,69.0,55,68,73
Juan Brown,API Integration in Mobile Apps,87.0,83,51,77
Juan Brown,Infrastructure as Code,86.0,95,100,95
Juan Brown,Employee Engagement Techniques,72.0,97,65,78
Juan Brown,Monitoring and Logging,96.0,62,65,83
Juan Brown,Unsupervised Learning,75.0,98,78,83
Juan Brown,HR Analytics,71.0,72,100,87
Brad Garrett,Data Ethics,61.0,73,57,69
Brad Garrett,Data Cleaning & Preprocessing,79.0,55,78,80
Brad Garrett,Data Visualization with Matplotlib,58.0,87,54,68
Brad Garrett,Data Analysis with Pandas,91.0,72,96,93
Brad Garrett,Email Marketing Basics,95.0,85,71,87
Brad Garrett,Conflict Resolution in HR,61.0,100,90,83
Brad Garrett,Business Process Modeling,63.0,59,95,81
Brad Garrett,Introduction to AI,55.0,50,73,70
Brad Garrett,Wireframing and Prototyping,57.0,62,93,79
Brad Garrett,Python for Data Science,93.0,67,53,78
Brad Garrett,Budgeting for Projects,72.0,88,81,82
Brad Garrett,JavaScript Basics,97.0,96,100,99
Brad Garrett,Cryptography Basics,82.0,93,98,92
Brad Garrett,User Interface Design for Mobile Apps,85.0,77,87,88
Joshua Washington,Data Ethics,69.0,51,73,75
Joshua Washington,Data Cleaning & Preprocessing,72.0,65,90,83
Joshua Washington,Data Visualization with Matplotlib,77.0,76,59,75
Joshua Washington,Data Analysis for Business Decisions,64.0,51,63,70
Joshua Washington,Data Analysis with Pandas,62.0,75,93,82
Joshua Washington,Decentralized Applications (DApps),63.0,77,78,77
Joshua Washington,Risk Management in Finance,76.0,55,75,78
Joshua Washington,Unreal Engine Basics,52.0,73,56,65
Joshua Washington,Frontend Development Basics,94.0,61,90,90
Joshua Washington,Design Tools Overview,67.0,81,95,85
Joshua Washington,Introduction to Game Development,87.0,87,86,89
Joshua Washington,Time Series Analysis,96.0,78,95,95
Joshua Washington,Backend Development Fundamentals,72.0,85,72,79
Jessica Phillips,Data Analysis for Business Decisions,92.0,88,55,80
Jessica Phillips,Data Cleaning & Preprocessing,69.0,79,55,71
Jessica Phillips,Data Ethics,61.0,73,78,76
Jessica Phillips,Data Analysis with Pandas,66.0,86,72,77
Jessica Phillips,Data Visualization with Matplotlib,99.0,72,90,93
Jessica Phillips,Continuous Integration and Delivery,94.0,89,72,87
Jessica Phillips,Google Cloud Platform Essentials,66.0,65,90,81
Jessica Phillips,Analytics for Marketers,94.0,97,62,84
Jessica Phillips,Containerization with Docker,88.0,57,60,78
Jessica Phillips,Responsive Web Design,76.0,97,57,76
Jessica Phillips,Project Management Tools Overview,70.0,66,53,70
Jessica Phillips,Change Management Strategies,92.0,82,81,89
Jessica Phillips,2D Game Development,53.0,75,76,73
Jessica Phillips,Cloud Cost Management,88.0,63,50,75
Jessica Phillips,Usability Testing,88.0,59,99,91
Hector Rose,Data Analysis with Pandas,92.0,66,73,84
Hector Rose,Data Visualization with Matplotlib,88.0,92,86,90
Hector Rose,Data Ethics,58.0,87,69,73
Hector Rose,Data Analysis for Business Decisions,93.0,63,91,91
Hector Rose,Data Cleaning & Preprocessing,54.0,67,68,69
Hector Rose,Version Control with Git,97.0,81,96,96
Hector Rose,Hardware Repair Skills,78.0,69,65,77
Hector Rose,Unreal Engine Basics,50.0,77,71,70
Hector Rose,HTML & CSS,61.0,90,68,74
Hector Rose,Configuration Management with Ansible,74.0,76,70,78
Hector Rose,SEO Best Practices,64.0,64,97,83
Hector Rose,Interaction Design Principles,63.0,97,67,75
Hector Rose,Requirements Gathering Techniques,99.0,78,55,82
Hector Rose,Time Management for Sales,62.0,85,78,78
Sherry Parker,Data Analysis for Business Decisions,62.0,86,55,70
Sherry Parker,Data Ethics,68.0,93,100,88
Sherry Parker,Data Cleaning & Preprocessing,54.0,56,83,74
Sherry Parker,Data Analysis with Pandas,97.0,66,92,93
Sherry Parker,Data Visualization with Matplotlib,82.0,90,75,84
Sherry Parker,Blogging for Beginners,57.0,89,97,83
Sherry Parker,Responsive Design Principles,52.0,55,51,62
Sherry Parker,Ethics in AI,62.0,67,54,67
Sherry Parker,Automating Cloud Deployments,92.0,91,76,88
Sherry Parker,Labor Laws and Compliance,94.0,70,91,92
Sherry Parker,Introduction to Blockchain,69.0,69,63,73
Sherry Parker,Unreal Engine Basics,52.0,75,65,68
Sherry Parker,E-commerce Development Basics,69.0,67,99,86
Yesenia Spencer,Data Ethics,76.0,59,60,74
Yesenia Spencer,Data Analysis for Business Decisions,84.0,60,60,76
Yesenia Spencer,Data Analysis with Pandas,76.0,83,84,84
Yesenia Spencer,Data Visualization with Matplotlib,52.0,53,78,71
Yesenia Spencer,Data Cleaning & Preprocessing,81.0,80,70,81
Yesenia Spencer,JavaScript Frameworks Overview,64.0,77,98,84
